Twitter,Twitter_Verified,ETH_Address,Debank_Follower_Count,Base_Address,TVF,Net_Worth
Vipulishita,True,0x0663ab48fc093432f3916408f68c867f2eea9722,565,,3796572,34236
ployrompetch,True,0xd923de646d3f0bb9eb7f9169f259c79c3ede2188,383,0xcf07eabfd2df4464145290ef8fcb483cb0781948,1317568,12934
isUYXiNYBVTYXCM,False,0x7d3b6f0fae542b06a071c8d7ad7b06ab8ad7f16a,403,,1656965,20192
MrAnder61065584,True,0xccca16559e655fd307924270218964d89f51baa1,731,,3694392,17940
LoftHeR,True,0x42dfa24126138c3acc5dc0b29c6ef6dd161ee225,1190,0xc9c529e32d8146af079dd504ba2e86ba2dcb850e,2235718,11586
legendfanwei,False,0x658e0f8a4644719944655b59201bc0c77af9c002,122,0x6f440a210cee8e12b1c03b95e6614188cbe47f7c,1673178,190724
__eNDMan__,True,0x0a251df99a88a20a93876205fb7f5faf2e85a481,377,0xac5ed9a85fee382e65424f4823ffc590d206fb33,1837165,8472
cryptobaz777,True,0x9a74ec99bd88eca680485da7f32fca05af375dcf,3090,,7603880,1045
Xysorix1,True,0x2562bcd280e5fc2b6082d93341f416fe0cf49d04,1045,0x33d601f83bd99757e669e530b8f88946e4bece5d,10895892,1075
ArunasV469066,True,0x756df242aecc22ad73d6093ea0487ee21b0e3a9d,1014,,2393063,2424
girish33744237,False,0x152bae8930267589beee1778ea526c6e7312a5eb,841,,25438128,72773
web3_koala,True,0x1f0ea29902bacff8187e3b7995d0e03b67538963,351,,1686456,1117
LeterTW,True,0x81231357a913ec6e1f3afbce8e662632c1c8eee5,417,0x38504b3a99bc84f66be8b06efa92de52f21e0f9e,6918110,347435
kimsubbae114,False,0x26daee818a1e38a46825fafb8a729a1c021cc726,683,,3915528,3106
anton_lebiodkin,False,0xcc6b864d3703181df9be3bb0a3940c975db6c32f,336,0xfc5cb30a43dcbc54a787101e6e9175e0a239e1e8,1205195,2502
iman18419394,True,0x81a650e045a5d7cad4e9cb1ea7a572df336ddce7,2012,,7110594,4144
bingo_cccc,True,0x5b47ce248ea313841668a318afb9a5597d5efc23,577,,1281432,3582
vende7abc,True,0x67230d5d44430031a834090acb16130dfd8bf2c3,166,,1309335,1855
midnightpastel,True,0xfeb37531c44701c48fa9dd4256dc0f97c9568cb9,184,,1279190,6553
nedstarkb,True,0x6be866965ed76eb23c44f38fa36f2d2ddce6b054,658,,1909732,275
OneSecondOfThe1,True,0x7e5a34b3f2462bfa4c32fa3b694e5bffa3c08e03,1054,0x8f862d7fb801e026fa74d3f92348807e535cc4ca,18519485,2053
1bogoev,True,0x73602d2905701afce736dbbff561ef5b46a8d775,867,0x3a65a5c8e535937946207783880fbeb3ce204a74,2195444,5824
yamji38,True,0x62fce346e58898848bbd49a557b2491b00af9868,1087,0x17d22cc394df1403868f3f43b4371a503f0c1f56,1677404,7666
OrwellHuxley69,True,0xf8dda9a12eadbbd4cf98da27beba8c69af866966,408,,913101,6970
kimsung12299278,True,0xc9f58ffef388e09352d8af29ee077e7409473f62,501,,1956597,2544
somaticresponse,True,0xa92a340b21b2a913d5d47b651b45560f9d954eb4,884,,3759149,1544
theonlypunk101,True,0x00c8b4c5c58037c6b305e8a047f55f5d27ea8788,640,,18854198,21150
after_lape000,True,0x368cb4212abd097f35efcd34e291b6ee1d60e622,407,,1371744,8790
Dmitrij62044171,True,0xa0bd7f9e0967067fbe3958628d5e4a9ba0a7bd19,499,,1327053,635
dallars12,True,0xaa44cac4777dcb5019160a96fbf05a39b41edd15,103,,2789671,22238
Cryptoin971,True,0x3c3c4784f144be44d0ea217e472265e00d076a6f,492,,1891522,36407
saeedrpouri,False,0xb69adef1596b2b0f600452581c786e3db7b87de6,836,0x636854a1dbd2903fe9aa58bd940f9ad4e0c36861,2618049,4985
Darknighte5a,True,0x4c710b38199f589dd769d36ed52b6d0170cb83ee,955,,1925806,6625
totomal090202,True,0x35e3a5f9a59a441f5b87416ed68eb99753e59171,208,0x6744c2dd48f338cdbcf327ca8e89b563662bec77,1738006,8139
luffynodakama,True,0xa788e0586409fa4eaf986e24604003adaa3dcc9d,895,,2860504,7297
yudhasena23,True,0xd61b09b42c9f95f5ee2ff8aba04dfd39ef914cd2,1552,,1724590,1105
hqbwilly,True,0x9a729aaed6d7701d45e29fa539e7ab05b27c3e78,405,,88016408,2662
zen1251,True,0x209fa252bfc56993897923757262b9a8c2a379fc,349,0xb2ee2e1a21a29940fd486cf23465f9f9c0b6d004,898499,4865
rice_shower_fan,True,0xcada38b3d2e3d8714e783ae8c420b4024817e3e8,1295,,3395443,31394
kelizhdak,True,0xe655016b2183dee463197f0c176eafe14bbfc304,1230,,1632029,15128
bubblem40975925,False,0x7640b5ff361a45249f12e8793ac17d91a0e76ece,237,,4751375,60084
okayla_diu,False,0x71266d30984c6ed7eb742e6d1ed6ba6e1e112910,702,,8381327,29444
TopCryptoInside,True,0x9cc3231ec8ce250fac64ea5553e0482e992e5bcb,1007,,2595966,503
migos_imho,True,0x45643fe996fc50d887a1ccf933f28bb93e4fd35f,906,0x9f9c1fdc196d4b06584c471aada2edb94e8e29dc,65346279,11576
hash1go_,True,0xecd02810db92ff027ea1b0850d46bda963676d74,264,0x0b17e286ae114c6f1d29631af520fd7c3e7c4c40,1091848,20545
krendel_98,True,0x3cdc97725ab4aa56f0f25dd26c9e07a40d58556c,1920,,3859246,3620
yAB7cqy4tHbQXk5,True,0x79072f96b6a5e8d69a66e0eaaef49674ef0dd8d3,561,,2195647,20984
zdotftm,True,0xfaa4ed12dc0aa5427b9a31755bb4f488196015d1,478,0x07c088eda81679cb64b0e81dd53ecf98d7b5ffd3,8328554,25264
steal7h,True,0xa731c24fc9ca345f43d8614248f9adcd5ed4e281,319,0x98cd69abdb1775baea695d06914d24e41c6c3966,31545047,2959
axaos,False,0x888bb19484e896465dccbbe55138c284123291a1,377,0xd8fcd6c88c35825e3a5db006b860ba7acc2b879f,2904369,9013
Kryukovmaxim,True,0x6ba3d20bf68a33ffc58bbc3e234d6a6266913f6c,847,,2625017,1219
must1f1h11,True,0x92a400fbce4cc225a9f1a4e2dff8189fc23e46c5,784,,2657205,17385
CuongVu32659737,True,0x74fc2db2c55e6ec92e01be803c10e866be7e967c,674,0x93e885a0c418a9edd9b55600fa640fb8b8b56b27,2750992,2631
Petushok2021,True,0x962505c374d0aaba03fdf32b3bc0c575f335a01d,529,,10188285,3483
FatahianHamed,True,0xfbf0736eb2ac1c4bb0193ae54c53e182b18037fc,717,0xb9bec268ad7a62c8f47758b759e4617f8c1cdf09,1264834,3475
proheo1,True,0x34f59297ad78a54ed80f4ebeaa7bdb250221ba5c,921,0x02fc7b98c0ae77127a3f587934b47db242f1bdec,5768937,6733
jonthedoenut,True,0x203012cf17ad510213138655ee0cfb40b1682d3c,332,,1653121,16601
hoangnc29,True,0xd9cbeb629e5555d8bea19917521c04ed290c0d0e,1556,,1110023,534
akshayrawatg,True,0xf1258d74c5188cbb1e5fe3d8508223525a4fcb23,663,,1815716,372
catchfiretv,False,0x92c848560842e1b9cc2debe0e6d7dbce55297d65,938,,2792112,6706
KDucartis,True,0x3be737678cc32b86f03b12b5af2f6f96ad3ae4cc,867,0xf4feedd311f12537f7ff0621d4745122243054b4,3863193,2908
zery7878,True,0x00f928a6adc7c345ef919fe5a8be2458580ef9f6,615,0x245173c6c3877d710a16caf3f24a28c3a02d803c,5029228,40453
fatfai06,True,0x5d982c0722e152e8d5ad16d9186d86d9e97a5482,221,,1645997,10481
khoicryptor,True,0x7a450d96a614f4efbf4c48c569bae6d4f727cffc,933,0x659946c128d85194663b203ad4de42099c1c4819,3719025,1715
ViDro33,True,0x309156fcb6d32e6a117e578553df76b326b62e28,2469,,2194863,2665
Timur73068778,True,0x5c038cb4a3bc5189670de3d01ea4bfdb58c917a5,279,,1243086,4623
crypsocial,True,0xfc1166cd08aa556cb0feb875ce3f2ac16070d869,212,0x39b10e581cb2ed0667a23c3737269ffa44f7c5e7,822103,2761
bits5_,True,0x42b0a3c7f94a9ee4ac3e2242ec8031f45df7f589,567,0xc6c8ad1a3c115b752ad3d266b26ced306949e0f0,2276600,1625
Cindy79185761,False,0xd589a999b7f71365939bc2a96249e2b9ea315685,262,0x27e1475722a1cc5f597e65b33469d2fafc6d745e,1515213,23982
ASemenenco,True,0x770edb43ecc5bcbe6f7088e1049fc42b2d1b195c,1185,,68657497,65588
MashuraArtem,True,0xc99f63b98a5131b19bff684471a2968a366726ba,640,,61599106,1602
sellavartiwi,True,0xea7f53b261da74429e84da8028cea9d3c3bd8a09,1092,,1594322,1934
pgguidel,True,0x52432473144056fe91aeae9240ad21e6b8213440,141,,2012655,109001
OlegF4856,True,0xe56d4397e492a5ce2867e30c5547f312c1c25f56,585,0xdfb0601090ffc2e050f130026f34e566fc6b89d7,5998555,2231
soarpower,True,0xed2529fb1f1b4d1a241b3744d62b21e84f122cf0,585,,3077774,7579
SnailPrincessCh,True,0xfb408fa20c6f6da099a7492107bc3531911896e3,1149,0xf596703d77f7e507d184772fa131af0bca149898,14599752,14093
pushistik77,True,0xfbf5891e54cd745b52fb33893fb74fd90accf745,1036,,57142437,24673
nellabellucci,True,0xc7fb491752add33e1eee4ae440db58577a14fcdc,645,,1836812,7478
Mo_DeFi,False,0xce2d7f4e80c3ed1942d53e8de406ef9b129f21e5,898,0x19eb1768be1747ed5f5e74ec801778e2866d1394,5314239,6045
jsap0130,True,0x3314bdcba0de4601aed54fce7f7bad25d8e0ff48,609,0xfdf7e0294d20e8521b324fd701c37cbc7de652a1,2735173,14546
EduFlicks,True,0xa5f42de0e6b576b932a20c5eba5c790753040e1b,826,,8647330,36768
AeternaCrypto,True,0x544affb3a112cb3116a84b408574d40f213a2aee,1522,,15727518,251804
gsilver01,True,0xcc459846ff7587a972caeff28315c8d20390c4bd,1168,,2103114,3584
jimmy_TeslaBIT,False,0xb1c5ec4aac5dba3b65511228819229c04cb5f4f3,132,,1393452,13830
lucianlampdefi,True,0x10437b1650f6b1133d3eba32fdc40ddf42e9d5ba,269,0xf39ba5f0412866ea22cf644f0fa35742e2e4f676,3015153,36456
dollarinveste,False,0x7cdfcad9a7149ff39a0decc547694f64a50c0b81,2098,,3702551,442
ZagorskiZmicer,False,0x3d700107ff584eefd2e104383e84f39b609123c3,438,,2525869,1534
DB1077,True,0x6db9e7f63fc34a5727bb54dc7ac487acb23dc44a,2195,0xa0a6c01e4d611637f60eb9f05d6cf0364ec37b4d,72282263,46511
orangmiskin1945,False,0x3c9ff2b8ff27c1cb882e9e350d83fb8ac6d647a3,218,0x4704b1a5aab303366c1d38d525315f00e65b1a4f,659807,1045
TiodameiotaETH,True,0xbaf7e2a65f4694655447fb0d32838e7d142e4a34,969,,3067471,1361
Oxygen9993,True,0xf54896a7cb90f48e2deb2c9e0ae717ab0915631a,889,,9884993,694
ymittal_NFT,True,0x3d9ee32b4d8c5f4232b48a4d05e9325b23fe7a61,131,0xc34da0ace159d483f626d4d2ea9d04312d0e66f7,1105495,41065
XDSleepyXD,True,0xb5eb92b3d208f0d9c11ac6fb8853a0abadd844b3,7713,0x662ca3f79af233dff5064743e63578c8c66ea5c4,41034765,290
UCryptoSerj,True,0x20ea21b8c700c9186f4f910db0a39578f13156ea,202,,100734386,1811
bit_coin_invest,False,0x25916752879094601bd42be5ccdc139185c86b25,1234,,22817538,158742
catnft_collectr,False,0xc7b42f99c63126b22858f4eed636f805cfe82c91,1151,,4597413,50499
CryptoIsRedPill,True,0x59e56c710fd605cf8263e5ad3537911cb437de68,492,0x67dba1afb1969a0f284857870e2281c11d60b76e,1548800,11770
Wasabeef_300,True,0xed6c1002450cbf418e96d16361cbed3a84366c43,415,,1996047,8557
DimBTC,True,0xc736a2e29f4e764f548a76a960595687559d8eac,915,,2337786,1098
BrussaTommy,True,0xcc58accacd0db8010e4c8a20ba49d2dc9d4d7f59,456,,18722924,84067
rock_n_rolla_77,False,0x788e6b02258307ad05be5c8756060f248ce3585d,407,0x866ef78be8530f6ffecc7b65cf8b11b070dcefac,2335594,23863
Apo_pd2,True,0x9dbe7ef6ad6078d9ac3e826dc8da73e697ceea1d,3617,0x21ae027b73e4516ad248ae15e849fe2b63f8de46,7199979,296
dogpoomell,True,0xdb0267ee1c6692d09edd8e654da3f76eb845a1f4,253,0x8b9bcb750e224ee5bfca3d87ab4c7b0d24a9e29a,569291,2378
Azard_Scarlet,False,0x9173b85059c8324f66337059c1e93ebb7bde52f4,1793,,17848887,801173
mcdonaldscoin,True,0x7e3508933c99dd4c8977d8a942ab413d8b0dce21,220,,938294,1160
aurelia54037907,False,0xfade41403a1eee72d805c42f1eaf5f53a54d0e0d,617,0x9baaa789ff19eb446f99abc1641b916ddd93f7ac,2936716,4778
mrz991,True,0xbe42a09d29bfa9ee0f2f7d41eb25ac35a14627aa,1519,0x09c914fb9a4efd7eafdff6b709e033e715fae9aa,2532870,5282
ZF_lab,False,0x232f9b36fb579a71034dc21a467c921eec01faa9,451,0x744b79cd2a5bcf08e29bb56203c6d2ef13d2aef3,1180433,2298
GordeyFrozen7,True,0x4059c785dd86a0afc92af9f2d50e1709961c2d39,807,,104510955,68545
Sargatamas,True,0x5221fe845a6eb381af787196d70cda5cda6dece4,1052,,27108468,23506
Zetaa_Tauri,True,0x65f570384d6cc157a15eac9bfd9da88364d59b7f,281,,4366521,311853
ZDarkShadeZ,False,0xf84b938e3b753ce0cd93cdeb1b79a5ad35c2d795,1004,0x547410c10821b3da74ae240c03fcd9c353e9ec41,3699228,809
AHfkrWNS11,True,0x2bae4279c318722aaa544d3114c6984d4315cd84,738,,3293463,3211
sandbox_XsixX,True,0x97ccb2db265fa5eba774cb609a4f7a625c286856,446,,1863243,6723
siberay34,True,0x6a476fce54ea9081367ec71cd2969aea097954f9,1014,,1359246,372
lailee201094,True,0x21606ee18fc1c9b398c25f56e98e6035ab434299,723,,1891520,17330
koron_shiro,True,0x1a8028927383a0665b62b4aa6eefd5dd66cb5a38,347,0x03f592a863efaa259501cfe9dba62a14ce211ffe,1677395,3028
IgorK_PROFIT,True,0xb7e86cac8114d44b6f0c95fbb1c58b5ff2b842d3,410,,14099992,566
Punk_Monke,True,0xca7cd4c133338df50398d576c8cae48be76399a2,731,,3972704,7343
coinizm,True,0x49d970c84332ca776103d6322f5fd354baa19288,369,,12722467,2432
yharnamfrog,True,0x8cb332c0098b8a63290bd556e58afb1f1bc7a547,129,0x408578709c6df3106ac5852d7da8ba765b6f9ea9,906745,16531
REFCORD99,True,0x0325b1013c7a8a8e1ff539c7c0a5d53d3a61a455,308,0x14657f430b6862f5c6468ef024b74d0088b531bb,1998696,3539
Pawel37537262,True,0x4e8a818c587ea7bbf11ca69e78f6eb3af13c68a0,848,,6936033,1862
cryptocafe15,True,0x38450324dc7ef00a242486e66b0b4e3cd4d43c27,151,0x3e0187ed338fc99dba09e1e21e88ac96c48df921,9351665,10385
greenmouse001,True,0xed1cebd5ba907bc6af3734e5df8543c721b07cda,1216,0x92e6ce6eaf2a856cc0f096d1b02ac6480fea1768,3584566,9739
fulld3g3n,True,0x24df674d8bfc6b02c257945be49b2825141789c6,128,0x218674028cff4fc10eeeea26a31b1e439c4b90a1,20304681,1197
pashamanim,True,0x7589a7a0613c16631c3719631c54f5e549d733c7,286,,27171107,4822
datrafsamuel,True,0x1228a857fd7ee845f4999f33540f6b9d0988e80d,252,0xf78f9949caad463a5dfad981e7ed42fccf7fe88d,1709926,4878
NikolaTesla175,True,0x76b4b27b47f211448964ed2cf92f731412602700,199,,4409033,8814
ikryptolight,True,0x019c61a6f661881802841b7c1d7def9f5403f888,149,,37755713,10344
obey219,False,0x30bf85e1d0bc7fdedcbeeff39225d8037cb0cb7c,3079,0x3843ab0961089366bfa0be4c909f7bf6f83b31d3,13414207,48815
ebanat1488,True,0xa9b44fcd364511c9c8955d32be73633a60c1a6ab,1611,0x08d1a1c18fd881dce2417b5ac4f2b98bacb471fe,5233059,1604
ffhhll706,True,0x939d65c9b31b7d3de6bc93a473829a9268706dfd,1266,,2533730,8476
mohamma84548382,True,0xd290e4aa4b9f47e27521a038654b13d7a94027f0,512,,2120554,1401
rezar13r,True,0xea173f401253436102da7a77548fc99322bd76b8,303,,800053,9190
block_protocol,False,0x725fde1292357918abf7968089c8c590388d27a5,360,,1524662,18337
Jack____Kerouac,True,0xcbded6643aca45f24ab0533e71d5a7180e86823c,237,,1890016,3826
timecrypto4,True,0x7b1768877a8cb5f51adb4c231626dae8f862f881,811,,20241896,7774
AirdropCoins_,True,0x4a85f1294d4e658d411b8c2543144ee219a39eb1,821,,3986852,12386
eckozhang,False,0xace7f306bdae84179cce3a6f7c2a0233299267ab,113,0xbdbdd37a974f3e05166df3bf8a5f20dddb2ec965,467602,2690
laoliumou,True,0xe620e4bd92992e34361188930d7b62703bee6d49,424,,1189491,1910
oiconmadn,True,0x4050a4929a2bd53e3b15ac86b0e837ff171dca25,1422,,3645722,1714
AmnirB,True,0xb16b95047bf3e393e655e206e503011c08f7f1c1,805,,1700691,2398
BEASTBLASTER67,True,0xbf44d3ac8c08ee06c6ba75a6fe8f2d86f7b1a9eb,414,,2715256,2860
magnatiko777,True,0x540583254046ed102b64db6417d49c856bee071b,986,,4015443,827
nft_cowboy,False,0x13f1797969aa0fb19f3c9fb51b383956cc1c49f1,139,,2850202,15493
0x0nur,True,0xa2a2602bc84371e6a7af8b88467e8b3f10aa7658,287,0xae94a9f492ed67e57112762d7ad45a98a23eb54d,3735567,9470
RAJELITE88,True,0x27fabaf8d8194835eb8a137df63ec25110a63ac6,900,,37379761,137
7I7N3zaGBY66JGy,True,0xd02e3550604e86c42d806f24af3968a55e37d18b,1318,,5807681,1221
realAminTakhti,True,0x229774945909450aea9ae676250012968ea5c93c,2175,0x5fb00383d57414dc4013bf14f2a7fd18761caf14,3796213,5078
DullieDot,True,0x096ccee5e0e56913cae154e59a36a3b4c0a00276,996,,1604854,795
noldor13,True,0x9f4b87573e411887a25ce87a99031c2600b343c4,1173,,3897606,2390
_erni13,False,0xaf3db609aaf91362867c2f029a6095c5d52ae5ad,981,0x646392140326057a99a76d9036f338886ee37ffc,95981061,2012
0xa4cb,True,0x5b6a25010a1740179efd8756bbabc8131d73a4cb,687,,43664067,24276
mynunik,True,0xaf884fc78e7446e3e11e8e4c7d4e2085b8aaf956,1217,0xe426f39c57d93e6d5e1045eedaf72c2c7c526535,59053794,14735
gazuaETH,True,0xc010b6ab4d5fdb22b5dea72afbf5d22431ec5d50,691,,7382645,103849
Ruslan22964692,True,0xfae2586f9ae0df4ee86311a4c9e06daccf23e5d6,92,,4787501,5104
Adrian71265829,True,0x72665c34a1fdd9f54c3001c00d358e1833f1fb03,720,0x5f64ba7245cc6133ec37650b69cab3755ae204b1,20334893,5963
broomsskie,True,0x4f69627d0c5f58eeb45367c47a22b7c41eaecc5f,1577,,4174662,2223
saveandtravel2,True,0xd68965a3bc263c3a2d43c713cd971ae16c31cb18,1151,,27324513,12401
fukuball,True,0x17cbd516166720b8c75fe75235ed0218d9cfdfbe,185,0x119ddefd6e3b8b24b3c1b273ebaba29ab55dd39c,38326689,2970
ayQueX,False,0xecfdb8f2e3cb1bc07bd77091ae8e9b1919401c94,779,,10627578,27990
geppilihp,False,0xb21731d830b7e8460e5d6c66dc1ccc0a5d0a6b87,329,,2115469,31910
CodmTmp2,True,0x9bd668aed96aab9ec52a23be401fde0b08762bde,346,,33667942,1380
tommypoltev,True,0xa55a06619411d1c72767566da545759091d21aeb,830,,41693300,24056
D_S_85,True,0x8a3afbd5df9c0333504a0178f554db28c9884291,746,0x4d8eab942389ba53822fbf64163bc81de5a39f32,50062565,1510
MacaMica7,True,0x7b2c661cbd2d85bca3ac86a7a04ef05dc2558898,689,,7279080,30155
justwan88413294,True,0x682c4184286415344a35a0ff6699bb8edabddc17,2052,,9619456,57829
laalaa_eth,True,0x1afa21bef41b61b198b1782d4f806e163c8f291d,555,0xcb7de32086523760bd4805edb7d41a92b6980136,19429428,6221
mhmtsnkl,True,0xc1fd374ca9de2437004799136d748db235c5eced,573,0xb555bc45a9291d2023df08cd33ec6cf06ac147b3,1316634,4202
BruceleeJr5,True,0x5dfabd6448395886f8f46f9fc854f828ec313ed4,579,,1203348,4648
Rakibul7878,True,0x921bb1a6c751f98cc229865376e0deba82405cda,591,,2103658,940
testtesteast,False,0x8ed209729bb85d569b1d053975924544bef9fdb5,261,,1830451,51894
powertrust_eth,True,0xec36f44f0ae0cce0c97eebcee9fe1ad5a953cca4,569,,43038081,104366
Jojoba2121,True,0x991b9e5c1a52cc941804d2ad9b92447be92b243d,793,,4740094,2637
ArgonStark,True,0x54319e41affd0211fe22c34c2c7fe3905f87cf75,1638,0xd5588a9630fb22ebfd53c7830a7f1ebf0322e2fe,3958450,2481
airdropefa,False,0x66070da7ab73f44af54afa8bcc5dc98ed5e4923a,1007,0xee7c6e0be9679e559bc7960d135a3034263fc7be,2756185,6379
smitt0007,True,0x9a3a57361d08fe664ef15bcbd4012fe5af15432b,599,,26456102,5090
guowei99686089,True,0x6cee3ccf5e993cbcd020b0ddee8f88d0141cbd2a,524,,2015147,28238
wrtonez,True,0x98488c8a8005e8cae743d571d2a0f87db288ea99,578,0x993a4e45afbd794c33c583b2cf4311f006fbfad7,1888092,7856
elderorb,False,0xbe93d14c5defb8f41af8fb092f58e3c71c712b85,147,,1895935,103815
Almorfortwit,True,0x9b24de69255de849ad47326c4abe3330706aff22,2703,,1725663,1457
cedzufrei,True,0x0c9c0849f51ad863afa0e294d085315a0a714a3c,82,0x9c0d83fd3fd97c4023999f8181a41c266e255401,1407144,12435
CryptoMBA,True,0xbc98504f52fc03892a8391e04246d4d13b66d41f,922,,1348975,3878
DAZE_0x,True,0x4b8bbc30e9a634ae60509ee3e15dd773bebe7e12,489,0x195849a590910d34b8e1079db5e21dd8991deec4,18001942,831
pasha_gri,True,0x6bcfb1f96a3d270f00deab39fd50e78096576113,187,,1014194,15698
temucintolga,True,0x4770f67db9d09ca7347c1fccbf3795a464065ecb,1111,,1720310,1859
asdsadaweraads,True,0x8a7383629fb95f79723b623911ca43eea605d207,384,,2622960,2200
ryolangatta,True,0x21a325ff51740aa238acea2368efaab69b34d34b,356,0xe0d07700ba04f26c932ffb9b456fc8b2e41ac010,4000967,7341
Tutu1sa,True,0xe715280b1fcec34eb7363c6817b2ab798f4db7bb,199,,2247024,13379
rocketyoy,True,0x4267ca7c40d73ccbb532fb0f2359eba7cf836112,1541,,841490,48424
vitya1600,True,0x79ea566f725e6b3cee56bd592de9c13f16dc3509,1970,,4228830,994
Crypto_WenMoon,True,0xe36070cb88351b94605f8ae78ccf92627c94814e,188,0x1d8f3d5fef8ee37ec3b95b7890bff40c40a4e1f8,3007025,3942
DTG747,False,0x6687ab70aed37791609f7248825b2c058f6fd9e8,690,,42865004,65972
majid_vp1,False,0xf706e7b8c53182f4cde74b4d6c165345acb2b03d,1317,,4164452,1243
oktydrn1,True,0xbdf05e45143d65139978c46ad5c3e2a7c3dd1aea,2520,0xba4f4b4a9decbff9655b659137dadec0e716d3b8,5133333,355
bit_ihor,True,0xa75f71cc751b01938038b081f03c534ff5447bc2,365,,224884044,12959
edicoace,True,0x353651a9e88ac04dc0aaffbc24c7770e85adf36d,1859,,5372212,4269
jamesaaebmars,True,0xf6bc0e3662a840dc1fd939652dcc793c3edfaa1e,926,,1243221,1410
shakilbb3,True,0xf21e38ac177b48fde02db7f2ca97466ae8eae87d,936,,1719895,1358
daniviecmii,True,0xc960517dee7a3fc8b1f28481fd82756023d3470d,1547,0x7b4961774bdee21c32d5b4f4429e1f7780a752da,1082421,385
Malenok4,True,0x4c71836e66325020d1b9cfb9534372fd49f2d910,2891,,2335361,920
AndyHODL,True,0x9937c521c068ce80b26fd18b9ad8211f7f2dd1ce,1782,,92348350,918
seannft_,True,0x9509ad9a025155857f9d788f34d30f52aa2db8ed,1049,,3354727,3520
neko_tiki,True,0x20414830660bd39e6245978452ce4ac188524100,763,0x8ce31857bba0e7a3cfed9ee2907ce50f3c718a6f,1584006,8492
Diditrading,False,0x95d4b05a61341592dd0bfa6fd0dcbebbfd0b5da9,641,0x994bff0857bef43d49c872a135868caf745f2fd2,1171165,9405
TokenBrice,False,0xaa7a9d80971e58641442774c373c94aafee87d66,1719,0xc176b84bb9b5b36e5448ac64767e997e1877e815,12380836,19299
imminger95,True,0xf90d28704c0d943525c303f2be8d5102dae22420,109,,531786,63127
mightymcfly1,True,0x50d84a38eed106d692840a20a20aba6df6890d52,554,,2825203,2920
volkodavr228,True,0x2865f6d9408f34938df6221f4c46344fb9772f54,190,0x8ffba7d4b20caffe40df8fb4f356844db836c114,1079511,1383
shiyi29010410,True,0xd62b6f9130831ad0742783695bad534c6c64d013,342,,1094480,8579
yoyoyoiyoyo,True,0x92045cf13ecbf9a4001f1a31f9bb0d36942b6c5a,1457,,3430132,23863
86Kostr,True,0xd5cd77b851b3807219ddea7e6aaf24363f6aa29e,1165,,5638035,3298
nacnism,True,0xf5a434843d938f14823e93b540f23a55bb1dc712,1368,0xf6b0848a33ac3f3a8749a82c55668d0277de5639,73448071,1090
yskmtsbysh,True,0x6cb60ea44123b24daf738bb74990e7a615d49559,851,,2204903,1853
luismadureira4,True,0x67be17f0c922321ddbb6356e8666121df58c4bfe,449,,10032869,38529
Furi67783236,True,0x74aadae2c7aa9321314a0a6f53a70eda5ebe103a,489,,38624604,36100
Mheydari365,True,0x6ac5a8d0203b9cc4752647f2aa4aa87c7f290774,1224,0x33f70417cdabb44c59cae8a8ae221651066bb6a4,2567869,2908
Devilus66,True,0xa192092036526d84d7c3bfb51a3a3a68e160efe3,418,0x6a0b569ac7f99f4f30a929e2084ac0116c0871fb,1538503,5228
u2napkin,True,0x0abe81b56f49b2f9031e753bd666f2931303f6e9,1057,0xe97a3b023c049f3b205f65f0d4805f46974410e4,3299694,2141
crypto_moomoo,True,0xdaa00a94d2480ba2c8a431befdd2bc72ff479d22,2574,,8658218,1698
linchenko18,True,0xcd7c33aaa9dace84a77c1d02ec2b4dddf80b670f,1062,,3064001,1495
guoliubing1,True,0x4f1dbaf4be87778dfd0424c789ccba7d644b0552,1007,,3761908,46971
Ekaterina1577,True,0xd8309637cae13944565e9746ac991e693e5e0f5f,379,0x73a319a34e18edfcc9c0d15a008e58f82c290a60,18822219,218
Ronin_80,True,0x78d3961a88b2366d9dbb51b61042ea44b880008a,251,0x1b0d86ee2525783722a30daea915b85ea945dbc7,2879416,18752
pamplemoon,True,0x824932206b216977e3a94094a9d6ecfc6851f0c8,316,0xcb4f48c1b8d2ff0161e410fbd78bbb73b2aacf09,3987942,9157
demon,False,0x04704ecaab8f063b76a6f2ff45d2f414f0acaa68,535,0x616a76c054dee383c6264a4609f069d9f3061658,1528287,43703
liuchaojin211,True,0x48a9789428f2067338d02b1ef3612df64f05feb7,651,0x69d00d0d803c053316eaa0f51a92726ed99845e8,5325308,53097
thanaphatchy,True,0xa45cd04a376b8014289db9d91aae741957fc8bf6,510,0xf70c6039f1c3ebd747e2e59f205fb76d3ca77695,1023334,7156
reluxurys,True,0x4825737b535858b03ed50be8fdc3f10e4bad693b,653,,2625813,4526
xamyru,True,0x00bc2e02553b62d242f93002508c811709d6a9b6,330,,2016153,1281
ShoxaHauser24,True,0xdffcadc02345637acfa6018d3e31eefdbf605746,604,0x04e81d3839cd55a0c6d17e09cba5e9a850b03e95,44678918,2448
mynameisjeif,True,0xa8879c580a54f190ed53b43d30de269097ad7543,428,0xb9eb2d5c1fa2d2c08830774ecd4e54899b55cfe3,3494827,10186
IAmFrank_eth,True,0x3750a58f96cc192ce18117c15db7acaef36a0d7b,1914,,20107368,600962
HK_beHappy,False,0x11b67a503b3b702104eeef69a4ea1365d0f2c658,1148,,8838592,35887
